
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Penicillin G Benzathine Injection","Pfizer Inc.","844-646-4398","Bicillin L-A, Injection, 1200000 [iU]/2 mL (NDC 60793-701-10)","Revised","08/25/2025","Limited Availability","Shortage per Manufacturer: Manufacturing Delay","","Other","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/188355/download","",""
"Penicillin G Benzathine Injection","Pfizer Inc.","844-646-4398","Bicillin L-A, Injection, 2400000 [iU]/4 mL (NDC 60793-702-10)","Revised","08/25/2025","Unavailable","Shortage per Manufacturer: Manufacturing Delay","","Other","Anti-Infective","Current","","","04/26/2023","","","","","https://www.fda.gov/media/188355/download","",""
"Peritoneal Dialysis Solution","Baxter Healthcare","888-229-0001","Peritoneal Dialysis, Solution, Various NDCs (NDC 0941-0679-05)","Revised","07/07/2025","","","Available","","Renal","Resolved","07/07/2025","","10/11/2024","","","","","","https://www.fda.gov/files/drugs/published/peritoneal_dialysis_baxter1.pdf",""
"Peritoneal Dialysis Solution","Fresenius Medical Care North America","800-323-5188","Peritoneal Dialysis, Solution, Various NDCs (NDC 46163-206-94)","Revised","07/07/2025","","","Available","","Renal","Resolved","07/07/2025","","10/11/2024","","","","","","https://www.fda.gov/media/184611/download",""
"Phentermine Hydrochloride Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adipex-P, Tablet, 37.5 mg (NDC 57844-140-01)","New","06/13/2025","","","","","Other","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Phentermine Hydrochloride Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Adipex-P, Tablet, 37.5 mg (NDC 57844-140-56)","New","06/13/2025","","","","","Other","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pilocarpine Hydrochloride Tablet","Actavis Pharma, Inc.","800-545-8800","Salagen, Tablet, 5 mg (NDC 0228-2801-11)","New","09/19/2025","","Discontinuation of the manufacture of the drug.","","","Other","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
"Pilocarpine Hydrochloride Tablet","Actavis Pharma, Inc.","800-545-8800","Salagen, Tablet, 7.5 mg (NDC 0228-2837-11)","New","09/19/2025","","Discontinuation of the manufacture of the drug.","","","Other","To Be Discontinued","","09/19/2025","09/19/2025","","","","","","",""
"Pimecrolimus Cream","Bausch Health Americas, Inc.","908-927-1400","Elidel, Cream, 30gm (NDC 0187-5100-01)","New","02/28/2025","","Authorized generic is still marketed and available under NDC 68682-110-01","","","Dermatology","To Be Discontinued","","02/28/2025","02/28/2025","","","","","","",""
"Pimecrolimus Cream","Bausch Health Americas, Inc.","908-927-1400","Elidel, Cream, 60gm (NDC 0187-5101-02)","New","02/28/2025","","Authorized generics is still marketed and available under NDC 68682-111-02","","","Dermatology","To Be Discontinued","","02/28/2025","02/28/2025","","","","","","",""
"Pimecrolimus Cream","Bausch Health Americas, Inc.","908-927-1400","Elidel, Cream, 100gm (NDC 0187-5102-03)","New","02/28/2025","","Authorized generics is still marketed and available under NDC 68682-112-03","","","Dermatology","To Be Discontinued","","02/28/2025","02/28/2025","","","","","","",""
"Pirfenidone Capsule","Genentech, Inc","800-551-2231","Esbriet, Capsule, 267 mg (NDC 50242-121-01)","New","02/05/2025","","","","","Pulmonary/Allergy","To Be Discontinued","","02/05/2025","02/05/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 600 mg (NDC 62037-559-01)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 600 mg (NDC 62037-559-05)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-01)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-05)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-10)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Potassium Chloride, Capsule, Extended Release, 750 mg (NDC 62037-560-90)","New","05/19/2025","","","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","05/19/2025","05/19/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-11)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Potassium Chloride, Tablet, Extended Release, 600 mg (NDC 0832-5322-10)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-11)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Potassium Chloride, Tablet, Extended Release, 750 mg (NDC 0832-5323-10)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-01)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-11)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 600 mg (NDC 0245-5315-15)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-01)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-15)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Chloride Tablet, Extended Release","Upsher-Smith Laboratories, LLC","763-315-2000","Klor-Con, Tablet, Extended Release, 750 mg (NDC 0245-5316-11)","New","07/23/2025","","Discontinuation of the manufacture of the drug product","","","Endocrinology/Metabolism; Gastroenterology","To Be Discontinued","","07/23/2025","07/23/2025","","","","","","",""
"Potassium Citrate Tablet, Extended Release","Watson Pharma Private Limited","800-545-8800","Potassium Citrate, Tablet, Extended Release, 5 meq (NDC 0591-2682-01)","New","07/17/2025","","A business decision was made to discontinue.","","","Renal","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Potassium Citrate Tablet, Extended Release","Watson Pharma Private Limited","800-545-8800","Potassium Citrate, Tablet, Extended Release, 10 meq (NDC 0591-2729-01)","New","07/17/2025","","A business decision was made to discontinue.","","","Renal","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Potassium Citrate Tablet, Extended Release","Watson Pharma Private Limited","800-545-8800","Potassium Citrate, Tablet, Extended Release, 15 meq (NDC 0591-2742-01)","New","07/17/2025","","A business decision was made to discontinue.","","","Renal","To Be Discontinued","","07/17/2025","07/17/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 10 mg (NDC 0093-0771-10)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 10 mg (NDC 0093-0771-98)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 20 mg (NDC 0093-7201-10)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 20 mg (NDC 0093-7201-98)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 40 mg (NDC 0093-7202-10)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 40 mg (NDC 0093-7202-98)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 80 mg (NDC 0480-7270-10)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Pravastatin Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Pravastatin Sodium, Tablet, 80 mg (NDC 0480-7270-98)","New","06/13/2025","","","","","Cardiovascular","To Be Discontinued","","06/13/2025","06/13/2025","","","","","","",""
"Prazosin Hydrochloride Capsule","Pfizer Inc.","800-533-4535","Minipress, Capsule, 1 mg (NDC 0069-4310-71)","New","04/28/2023","","Discontinuation of the manufacture of the drug. Supply expected to exhaust in August 2023","","","Cardiovascular","To Be Discontinued","04/28/2023","04/28/2023","04/28/2023","","","","","","",""
"Prazosin Hydrochloride Capsule","Pfizer Inc.","800-533-4535","Minipress, Capsule, 2 mg (NDC 0069-4370-71)","New","04/28/2023","","Discontinuation of the manufacture of the drug. Supply expected to exhaust in September 2023","","","Cardiovascular","To Be Discontinued","04/28/2023","04/28/2023","04/28/2023","","","","","","",""
"Prazosin Hydrochloride Capsule","Pfizer Inc.","800-533-4535","Minipress, Capsule, 5 mg (NDC 0069-4380-71)","New","04/28/2023","","Discontinuation of the manufacture of the drug. Supply expected to exhaust in September 2023","","","Cardiovascular","To Be Discontinued","04/28/2023","04/28/2023","04/28/2023","","","","","","",""
"Promethazine Hydrochloride Injection","XGen Pharmaceuticals DJB, Inc.","866-390-4411","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 39822-5525-3)","Revised","09/04/2025","Limited Availability","","","Demand increase for the drug","Analgesia/Addiction; Gastroenterology; Other; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","XGen Pharmaceuticals DJB, Inc.","866-390-4411","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 39822-5550-6)","Revised","09/04/2025","Unavailable","Next lots scheduled for release February 2026.","","Demand increase for the drug","Analgesia/Addiction; Gastroenterology; Other; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-0928-25)","Revised","07/23/2025","Unavailable","This presentation is temporarily on backorder.  Recovery is TBD at this time.","","Other","Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-0929-25)","Revised","07/23/2025","Unavailable","This presentation is temporarily on backorder.  Recovery is TBD at this time.","","Other","Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Promethazine Hydrochloride, Injection, 25 mg/1 mL (NDC 0641-1495-35)","Revised","07/23/2025","Unavailable","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","Demand increase for the drug","Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Promethazine Hydrochloride, Injection, 50 mg/1 mL (NDC 0641-1496-35)","Revised","07/23/2025","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
"Promethazine Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Phenergen, Injection, 25 mg/1 mL (NDC 0641-6084-25)","Revised","07/23/2025","Unavailable","This presentation is temporarily on backorder.  Recovery is TBD at this time.","","Other","Analgesia/Addiction; Gastroenterology; Pediatric; Pulmonary/Allergy","Current","","","11/21/2023","","","","","","",""
